price,bedrooms,bathrooms,floors,waterfront,view,condition,grade,yr_built,yr_renovated,lat,long,sqft_total
431000,3.0,1,1,0,0,4,7.0,1954,0,47.7493,-122.351,10820.0
226000,3.0,1,1,0,0,3,6.0,1968,0,47.5282,-122.279,6940.0
825000,3.0,1,1,0,0,5,7.0,1926,0,47.682,-122.348,7110.0
175000,4.0,1,1,0,0,3,6.0,1947,0,47.4778,-122.286,8630.0
465750,3.0,1,1,0,0,3,7.0,1959,0,47.6357,-122.123,12870.0
659000,4.0,2,2,0,0,3,8.0,1983,0,47.5771,-122.05,30151.0
595000,3.0,1,1,0,3,3,8.0,1941,0,47.6898,-122.327,9573.0
350000,3.0,2,2,0,0,4,8.0,1987,0,47.4622,-122.127,19850.0
270000,4.0,2,1,0,0,4,8.0,1975,0,47.3102,-122.381,12400.0
662500,5.5,2,1,0,2,3,7.0,1957,0,47.6061,-122.117,30500.0
249900,3.0,1,1,0,0,4,5.5,1939,1957,47.294,-122.281,16760.0
324500,3.0,1,1,0,0,4,7.0,1977,0,47.3272,-122.362,15180.0
430000,2.0,1,1,0,0,3,8.0,2004,0,47.7176,-122.033,6703.0
419950,2.0,1,1,0,0,3,8.0,2004,0,47.7176,-122.033,6703.0
285000,4.0,1,1,0,2,4,8.0,1962,0,47.3748,-122.276,12460.0
332000,4.0,2,2,0,0,3,8.0,2002,0,47.3337,-122.191,12720.0
282000,4.0,1,1,0,0,3,7.0,1956,0,47.5033,-122.3,14045.0
320000,3.0,1,1,0,0,3,7.0,1987,0,47.7321,-122.34,7855.0
428750,3.0,1,1,0,0,4,7.0,1911,1977,47.5719,-122.119,33976.0
330000,3.0,2,2,0,0,3,8.0,1977,0,47.2477,-121.937,39887.0
456500,4.0,3,3,0,0,3,8.0,2008,0,47.7027,-122.361,6309.0
352000,3.0,2,1,0,0,4,8.0,1972,0,47.4723,-122.121,14330.0
664000,4.0,2,1,0,0,4,7.0,1912,0,47.6645,-122.325,7140.0
628000,3.0,1,1,0,0,3,9.0,1987,0,47.7738,-122.203,19484.0
512000,3.0,1,1,0,0,3,7.0,1977,0,47.6618,-122.136,15775.0
254000,3.0,2,1,0,0,4,7.0,1969,0,47.3085,-122.376,13140.0
535800,4.0,2,2,0,0,3,8.0,1994,0,47.5691,-121.996,9590.0
287653,3.0,1,1,0,0,4,7.0,1960,1981,47.3841,-122.006,18150.0
438000,3.0,2,2,0,0,3,8.0,2006,0,47.5446,-122.385,4344.0
450000,4.0,1,1,0,0,3,7.0,1949,0,47.7557,-122.237,28679.0
327000,5.0,2,2,0,0,3,8.0,1998,0,47.2635,-122.209,12850.0
370500,4.0,2,2,0,0,3,7.0,2005,0,47.4829,-122.128,9700.0
265000,3.0,2,2,0,0,3,7.0,1993,0,47.3898,-122.049,9711.0
450000,4.0,2,1,0,0,4,8.0,1979,0,47.5152,-122.197,19220.0
425000,3.0,1,1,0,3,5,8.0,1988,0,47.5081,-122.093,216484.0
166600,3.0,1,1,0,0,4,7.0,1977,0,47.3729,-122.115,10990.0
245000,1.5,0,1,0,0,3,5.5,1963,0,47.481,-122.323,15760.0
565000,3.0,1,1,0,0,3,7.0,1951,0,47.6742,-122.284,7032.0
539900,3.0,1,1,0,0,3,8.0,1976,0,47.6963,-122.169,13450.0
910000,3.0,3,2,0,0,3,9.5,2010,0,47.5951,-122.307,8160.0
280000,4.0,2,2,0,0,3,8.0,1990,0,47.2658,-122.219,11516.0
275000,3.0,2,2,0,0,4,7.0,1989,0,47.3576,-122.039,11389.0
467000,3.0,2,2,0,0,3,7.0,2001,0,47.4802,-122.188,13510.0
457500,3.0,2,2,0,0,3,8.0,1996,0,47.5682,-122.005,7445.0
381156,2.0,1,1,0,0,4,7.0,1908,0,47.5517,-122.276,5730.0
289999,5.0,2,1,0,0,4,8.0,1977,0,47.3122,-122.191,12600.0
642450,3.0,1,1,0,0,3,7.0,1919,0,47.5962,-122.288,7820.0
469950,3.0,2,1,0,0,3,7.0,1962,0,47.6071,-122.137,11941.0
795000,3.0,2,1,0,2,5,8.0,1975,0,47.6652,-122.188,19430.0
785000,4.0,2,2,0,0,3,9.5,1984,0,47.6323,-122.036,17114.0
860000,3.0,2,2,0,0,3,9.5,1983,0,47.5611,-122.106,18215.0
1095000,1.5,0,3,0,2,3,7.0,1990,0,47.6362,-122.322,10892.0
147500,3.0,1,1,0,0,3,7.0,1959,0,47.404,-122.203,11558.0
390000,3.0,2,1,0,0,3,7.0,1978,0,47.7356,-122.198,15396.0
229000,3.0,1,1,0,0,3,7.0,1954,0,47.3586,-122.314,10140.0
185000,3.0,1,1,0,0,3,6.0,1932,0,47.494,-122.307,10400.0
414900,3.0,1,1,0,0,3,7.0,1941,0,47.7004,-122.305,12090.0
200000,4.0,2,1,0,0,2,6.0,1914,0,47.5507,-122.381,8662.0
225000,4.0,2,1,0,0,3,8.0,1969,0,47.2959,-122.191,12950.0
720000,3.0,1,2,0,0,5,7.0,1924,0,47.6675,-122.289,8080.0
930000,4.0,2,2,0,0,5,8.0,1908,0,47.6402,-122.37,8400.0
1129912,5.0,2,1,0,0,3,7.0,1952,0,47.6209,-122.222,23604.0
700000,5.0,3,2,0,0,4,7.0,1928,0,47.6094,-122.291,7918.0
466000,2.0,1,3,0,0,3,7.0,2005,0,47.6608,-122.333,3338.0
374000,3.0,1,1,0,0,3,7.0,1976,0,47.7364,-122.193,13300.0
480000,3.0,2,2,0,0,4,8.0,1994,0,47.7438,-122.172,13915.0
740000,3.0,2,2,0,0,3,9.0,1995,0,47.6724,-122.013,31341.0
1010000,4.0,1,1,0,0,3,8.0,1923,2014,47.6476,-122.318,9040.0
395000,4.0,2,2,0,0,3,8.0,2002,0,47.3782,-122.127,10820.0
340000,2.0,1,1,0,0,3,6.0,1954,0,47.5185,-122.352,8951.0
209000,3.0,2,2,0,0,3,7.0,2003,0,47.526,-122.361,3800.0
431650,5.0,2,1,0,0,3,7.0,1962,0,47.5922,-122.146,11120.0
980000,5.0,2,1,0,0,4,9.0,1971,0,47.5368,-122.216,17790.0
660000,3.0,2,2,0,0,3,9.0,1993,0,47.7637,-122.05,33603.0
730000,4.0,2,2,0,0,4,8.0,1977,0,47.6916,-122.188,13389.0
291500,3.0,1,1,0,0,4,7.0,1988,0,47.3592,-122.076,12120.0
905000,4.0,3,2,0,0,3,9.0,1997,0,47.5627,-122.215,20426.0
800000,4.0,2,1,0,0,3,9.5,1993,0,47.7418,-122.039,55448.0
839900,4.0,3,1,0,1,3,9.0,2013,0,47.5134,-122.2,21212.0
200000,1.5,1,2,0,0,3,8.0,2007,0,47.5492,-122.372,3177.0
300000,3.0,2,1,0,0,4,7.0,1979,0,47.4614,-122.168,9658.0
530000,3.0,1,1,0,0,5,7.0,1942,0,47.69,-122.304,8541.0
314950,3.0,2,2,0,0,3,7.0,1995,0,47.3627,-122.037,11787.0
255000,3.0,1,1,0,0,5,7.0,1960,0,47.3969,-122.198,12135.0
550000,5.0,2,1,0,0,5,7.0,1950,0,47.5728,-122.304,10040.0
435000,3.0,1,1,0,0,4,6.0,1917,0,47.5499,-122.391,7600.0
234000,3.0,1,1,0,0,4,7.0,1966,0,47.3113,-122.207,11578.0
615000,4.0,2,1,0,0,3,8.0,1975,0,47.639,-122.1,15062.0
205000,3.0,2,1,0,0,3,7.0,1985,0,47.3315,-122.263,11204.0
384000,4.0,1,1,0,0,4,7.0,1955,0,47.5353,-122.349,11335.0
324000,3.0,2,2,0,0,3,8.0,1994,0,47.4315,-122.192,10708.0
645000,3.0,1,1,0,0,4,7.0,1946,0,47.6733,-122.301,9640.0
570000,3.0,3,2,0,0,3,8.0,2007,0,47.6655,-122.369,4917.0
324000,3.0,2,2,0,0,3,8.0,1999,0,47.4095,-122.195,9162.0
270000,2.0,1,1,0,0,3,6.0,1943,0,47.527,-122.356,12320.0
290000,5.0,1,1,0,0,5,7.0,1962,0,47.4599,-122.172,11940.0
250000,3.0,2,1,0,0,3,7.0,1965,0,47.3702,-122.317,12100.0
342000,3.0,1,2,0,0,3,7.0,1990,0,47.6903,-121.915,19595.0
255000,3.0,1,1,0,0,4,7.0,1958,0,47.4405,-122.28,11130.0
800000,3.0,2,1,0,0,4,9.0,1972,0,47.5371,-122.218,16584.0
451000,3.0,1,1,0,2,3,7.0,1926,0,47.5666,-122.375,7169.0
990000,4.0,2,1,0,3,3,7.0,1967,0,47.6597,-122.204,16040.0
288400,4.0,2,1,0,0,4,7.0,1983,0,47.4046,-122.186,10407.0
420000,3.0,1,2,0,0,3,8.0,1920,1995,47.5383,-122.268,9380.0
359000,2.0,2,2,0,0,3,8.0,2009,0,47.7052,-122.343,3880.0
390000,4.0,3,1,0,0,3,7.0,1988,0,47.4417,-122.09,267158.0
300000,3.0,2,2,0,0,3,7.0,2005,0,47.5355,-122.283,5254.0
545000,5.0,2,1,0,0,3,7.0,1981,0,47.7096,-122.199,12903.0
288349,3.0,1,1,0,0,4,6.0,1972,0,47.3414,-122.047,21116.0
299900,3.0,2,1,0,0,3,7.0,1985,0,47.3023,-122.069,38146.0
891000,4.0,2,1,0,0,5,7.0,1925,0,47.6804,-122.358,9660.0
1129912,3.0,2,1,0,3,4,9.0,1947,0,47.6972,-122.4,29300.0
378000,4.0,2,2,0,0,3,8.0,2004,0,47.3556,-122.026,10230.0
299995,2.0,1,1,0,0,4,6.0,1951,0,47.7463,-122.315,9320.0
253000,3.0,2,1,0,0,3,7.0,1994,0,47.3545,-122.158,10604.0
350000,3.0,2,1,0,0,3,7.0,1979,0,47.5583,-121.852,51076.0
565000,4.0,3,1,0,0,3,6.0,1900,0,47.6653,-122.372,8340.0
315000,2.0,1,1,0,0,4,6.0,1908,0,47.5513,-122.273,7605.0
570000,4.0,3,1,0,1,5,7.0,1915,0,47.5446,-122.382,9746.0
971000,5.0,3,2,0,0,3,9.0,2005,0,47.7174,-122.282,18760.0
915000,5.0,2,1,0,0,5,9.0,1910,0,47.6364,-122.3,11089.0
419000,4.0,1,1,0,0,4,7.0,1950,0,47.4522,-122.355,27868.0
260000,4.0,1,1,0,0,3,7.0,1977,0,47.3275,-122.361,11100.0
1129912,3.0,3,2,0,0,3,9.0,1990,0,47.6271,-122.197,17428.0
369950,3.0,1,1,0,0,3,7.0,1977,0,47.4895,-121.787,15580.0
1029900,3.0,2,2,0,0,3,9.5,1994,0,47.5484,-122.119,20744.0
435000,5.0,1,1,0,0,3,6.0,1929,0,47.5453,-122.278,9570.0
601000,3.0,1,1,0,0,3,8.0,1958,2002,47.7012,-122.286,9403.0
460500,3.0,1,1,0,0,3,7.0,1963,0,47.663,-122.178,13630.0
720000,3.0,2,3,0,3,3,8.0,2000,0,47.6617,-122.356,5199.0
851000,4.0,2,2,0,0,3,9.5,1996,0,47.5878,-121.976,19462.0
550000,4.0,3,2,0,2,3,7.0,1916,1978,47.5784,-122.377,10340.0
700000,4.0,1,1,0,0,3,7.0,1920,0,47.6606,-122.331,8520.0
323000,3.0,1,1,0,0,4,7.0,1963,0,47.3622,-122.059,19050.0
345500,3.0,1,1,0,0,5,6.0,1944,0,47.7612,-122.362,11281.0
378000,4.0,1,1,0,0,3,7.0,1959,0,47.5491,-122.272,12200.0
650000,4.0,2,3,0,0,5,8.0,1917,0,47.5711,-122.383,9416.0
385000,3.0,2,1,0,0,3,7.0,1982,0,47.6273,-122.062,9400.0
425000,2.0,1,1,0,0,3,7.0,1910,0,47.6233,-122.319,4910.0
210000,4.0,2,1,0,0,5,6.0,1920,0,47.2105,-121.989,9214.0
630000,4.0,2,2,0,0,3,9.0,1993,0,47.7649,-122.049,48581.0
335000,3.0,1,1,0,1,3,7.0,1953,0,47.4999,-122.368,10640.0
196500,3.0,1,1,0,0,3,7.0,1966,0,47.3461,-122.272,11640.0
582800,4.0,2,1,0,0,3,8.0,1986,0,47.6471,-122.06,12736.0
440000,3.0,1,1,0,0,3,7.0,1983,0,47.7283,-122.222,10327.0
752500,4.0,2,2,0,0,4,8.0,1974,0,47.6495,-122.198,13336.0
532500,3.0,1,2,0,0,4,7.0,1909,0,47.5724,-122.384,7660.0
265000,3.0,1,1,0,0,4,7.0,1950,0,47.4061,-122.33,11140.0
397500,3.0,1,1,0,3,4,6.0,1961,0,47.7289,-122.283,16757.0
524250,3.0,2,2,0,0,3,8.0,1999,0,47.546,-122.011,6889.0
765000,4.0,2,2,0,0,3,9.5,1996,0,47.5515,-122.08,16399.0
648000,4.0,2,2,0,0,3,9.0,2001,0,47.6301,-122.019,10690.0
469500,5.0,2,1,0,0,4,8.0,1969,0,47.3908,-122.173,30699.0
237500,3.0,1,1,0,0,4,7.0,1975,0,47.3011,-122.369,9954.0
216000,3.0,1,1,0,0,4,7.0,1956,0,47.3298,-122.297,11272.0
427200,3.0,1,1,0,0,4,7.0,1963,0,47.5364,-122.173,10460.0
280000,3.0,2,1,0,0,4,8.0,1977,0,47.4545,-122.208,11600.0
718000,5.0,3,1,0,0,4,9.0,1968,0,47.5702,-122.128,15944.0
420000,2.0,2,2,0,0,3,8.0,2010,0,47.5175,-121.878,7659.0
379000,2.0,1,1,0,0,3,7.0,1952,0,47.6971,-122.372,7260.0
326100,2.0,1,1,0,0,3,6.0,1942,0,47.7145,-122.361,9443.0
535000,3.0,2,3,0,0,3,7.0,2003,0,47.6774,-122.324,3736.0
283000,4.0,2,1,0,0,3,7.0,1992,0,47.1949,-122.01,12820.0
260000,3.0,1,1,0,0,3,6.0,1940,0,47.5048,-122.301,10429.0
399000,4.0,1,1,0,0,4,7.0,1951,0,47.5303,-122.378,9388.0
484950,3.0,2,2,0,0,3,8.0,1987,0,47.5688,-122.017,8344.0
640000,4.0,1,1,0,0,4,8.0,1960,0,47.5867,-122.174,13948.0
585000,4.0,2,1,0,0,4,8.0,1952,0,47.6948,-122.328,12478.0
645000,4.0,2,1,0,3,3,8.0,1955,0,47.7293,-122.284,16953.0
253000,3.0,2,1,0,0,3,7.0,1988,0,47.3211,-122.325,10631.0
178500,2.0,1,1,0,0,3,6.0,1953,0,47.5077,-122.344,7940.0
291000,4.0,2,2,0,0,4,7.0,1991,0,47.3492,-122.03,10045.0
199950,2.0,2,1,0,0,3,5.5,1920,0,47.2786,-122.25,24097.0
553500,2.0,1,1,0,0,3,7.0,1922,0,47.6707,-122.328,4040.0
189950,2.0,1,1,0,0,3,8.0,1981,0,47.3738,-122.057,6248.0
289000,3.0,2,1,0,0,3,8.0,1988,0,47.3225,-122.273,13250.0
700000,4.0,2,2,0,0,3,8.0,1908,0,47.6593,-122.327,8250.0
270000,3.0,2,1,0,0,3,7.0,1967,0,47.4312,-122.171,11973.0
258000,4.0,1,1,0,0,3,7.0,1977,0,47.327,-122.361,11780.0
530000,3.0,2,2,0,0,3,8.0,2005,0,47.7191,-122.309,11074.0
245000,3.0,2,2,0,0,3,7.0,2012,0,47.3204,-122.178,6521.0
563000,3.0,2,1,0,0,4,7.0,1917,0,47.6807,-122.369,7760.0
515000,3.0,2,2,0,0,3,8.0,2001,0,47.5346,-121.875,9063.0
325000,4.0,2,2,0,0,3,9.0,1987,0,47.3017,-122.349,12311.0
540000,3.0,2,2,0,0,3,8.0,1996,0,47.5599,-121.911,221800.0
280300,2.0,1,1,0,0,4,6.0,1949,0,47.7008,-122.338,6840.0
460000,4.0,1,1,0,0,5,7.0,1926,0,47.6802,-122.388,9000.0
475000,3.0,1,1,0,0,4,7.0,1981,0,47.7571,-122.145,13010.0
900000,4.0,2,1,0,0,4,9.0,1957,0,47.6042,-122.147,49351.0
538200,4.0,3,1,0,0,4,8.0,1964,0,47.627,-122.114,10820.0
429000,2.0,1,1,0,0,3,7.0,1922,0,47.6078,-122.291,5760.0
164808,3.0,1,1,0,0,3,7.0,1980,0,47.5064,-122.265,7911.0
520000,4.0,2,2,0,0,3,7.0,1977,0,47.6937,-122.127,11440.0
475000,3.0,1,1,0,0,3,8.0,1977,0,47.7221,-122.317,11832.0
283000,4.0,1,1,0,0,5,6.0,1942,0,47.4809,-122.3,50005.0
321500,4.0,2,2,0,0,3,8.0,2000,0,47.3572,-122.191,10088.0
840000,4.0,2,2,0,0,4,9.5,1993,0,47.7083,-122.073,28070.0
287000,3.0,2,2,0,0,4,7.0,1992,0,47.3484,-122.033,8740.0
375000,3.0,1,1,0,0,3,7.0,1962,0,47.6737,-122.156,10026.0
349500,3.0,1,1,0,0,4,7.0,1969,0,47.7263,-122.205,9648.0
446450,3.0,1,1,0,0,5,7.0,1960,0,47.5144,-122.379,10709.0
315000,4.0,2,2,0,0,4,7.0,1992,0,47.4065,-122.18,13503.0
271310,2.0,1,1,0,0,2,6.0,1906,0,47.5849,-122.302,7080.0
315000,4.0,1,1,0,0,4,7.0,1953,0,47.7612,-122.332,11000.0
245000,3.0,1,1,0,0,4,7.0,1990,0,47.3682,-122.179,9910.0
543115,2.0,1,1,0,0,3,8.0,1947,0,47.6382,-122.399,8244.0
900000,4.0,2,1,0,0,3,7.0,1945,0,47.6908,-122.397,10570.0
1129912,4.0,3,2,0,3,4,9.5,2008,0,47.5747,-122.283,15032.0
554000,2.0,2,1,0,0,3,8.0,2003,0,47.7107,-122.031,9885.0
249900,3.0,1,1,0,0,5,6.0,1950,0,47.267,-122.25,16682.0
768000,3.0,2,2,0,2,4,9.0,1981,0,47.5468,-122.109,60600.0
980000,4.0,3,1,0,3,3,9.5,1967,0,47.6327,-122.395,12994.0
395000,5.0,2,1,0,0,3,7.0,1962,0,47.4997,-122.364,13740.0
415000,3.0,1,2,0,0,3,7.0,1995,0,47.6969,-122.35,5160.0
380000,4.0,2,2,0,0,3,8.0,2003,0,47.3559,-122.014,10921.0
566000,3.0,2,2,0,0,3,8.0,1999,0,47.5985,-122.016,8379.0
218500,2.0,1,1,0,0,4,7.0,1949,0,47.3098,-122.21,12161.0
550000,4.0,2,1,0,0,4,7.0,1976,0,47.683,-122.114,14380.0
512031,3.0,1,1,0,2,3,7.0,1920,0,47.6769,-122.36,6080.0
197500,2.0,1,1,0,0,3,6.0,1950,0,47.452,-122.19,10500.0
470000,3.0,2,1,0,0,3,7.0,1977,0,47.701,-122.172,12344.0
590000,3.0,1,1,0,0,3,7.0,1981,0,47.6493,-121.956,245749.0
465000,4.0,2,1,0,0,4,8.0,1977,0,47.7725,-122.198,13282.0
499000,2.0,1,1,0,0,4,7.0,1968,0,47.4985,-122.092,118642.0
515000,3.0,2,1,0,0,3,8.0,1972,2000,47.5498,-122.188,15340.0
716500,3.0,1,1,0,0,3,9.0,1936,0,47.6582,-122.278,8860.0
410000,3.0,2,1,0,0,3,6.0,1944,0,47.6542,-122.385,7650.0
850000,4.0,3,2,0,0,3,8.0,1994,0,47.5437,-122.388,13400.0
1050000,4.0,3,2,0,0,3,9.5,1983,0,47.6476,-122.184,41901.0
648000,4.0,2,2,0,0,3,9.5,1992,0,47.5833,-122.028,18195.0
620000,4.0,2,1,0,0,4,7.0,1929,0,47.6763,-122.37,10150.0
935000,4.0,3,2,0,2,3,9.5,2008,0,47.323,-122.044,92237.0
379000,3.0,1,1,0,0,4,7.0,1963,0,47.7168,-122.196,12600.0
699000,3.0,1,1,0,0,3,7.0,1952,0,47.6416,-122.397,8715.0
528000,4.0,2,1,0,0,3,8.0,1960,0,47.7259,-122.298,11825.0
425000,3.0,1,1,0,0,4,8.0,1974,0,47.5197,-122.18,12572.0
249500,2.0,1,1,0,0,4,7.0,1963,0,47.3643,-122.115,11645.0
1035480,5.0,3,2,0,0,3,9.0,2014,0,47.6849,-122.018,14612.0
790000,4.0,2,1,0,3,4,9.0,1961,0,47.5271,-122.386,17580.0
399950,3.0,1,1,0,0,3,7.0,1969,0,47.5254,-122.043,20090.0
275000,3.0,1,1,0,0,3,7.0,1953,0,47.7635,-122.35,11820.0
550000,3.0,1,1,0,0,3,8.0,1912,0,47.6347,-122.352,5540.0
140000,1.5,1,1,0,0,4,5.5,1926,0,47.467,-122.215,8350.0
250000,3.0,1,1,0,0,3,7.0,1954,0,47.5658,-122.292,8630.0
318000,3.0,2,2,0,2,3,7.0,1988,0,47.3983,-122.31,11729.0
505000,2.0,1,1,0,0,3,7.0,1962,0,47.597,-122.059,59480.0
470500,5.0,2,1,0,0,3,8.0,1966,0,47.5415,-122.18,14248.0
360000,3.0,1,1,0,0,3,7.0,1954,0,47.7071,-122.301,11306.0
1129912,4.0,2,1,0,4,4,9.0,1962,0,47.5634,-122.156,13860.0
986000,3.0,2,1,0,2,4,9.0,1964,0,47.5262,-122.386,20840.0
515000,2.0,1,1,0,0,3,7.0,1906,0,47.6231,-122.293,6348.0
320000,3.0,1,1,0,0,4,8.0,1939,0,47.477,-122.292,46500.0
310000,4.0,3,1,0,0,5,7.0,1951,0,47.5042,-122.265,11446.0
356700,2.0,1,1,0,0,4,7.0,1942,0,47.5258,-122.378,7180.0
775000,4.0,1,1,0,0,3,7.0,1956,0,47.6397,-122.388,10235.0
325000,3.0,1,1,0,0,3,6.0,1951,0,47.7565,-122.339,9621.0
208000,4.0,2,1,0,0,3,7.0,1962,0,47.3668,-122.31,12297.0
825000,2.0,1,1,1,4,4,6.0,1908,0,47.502,-122.222,15075.0
515000,3.0,2,1,0,2,3,9.0,1990,0,47.3356,-122.333,15974.0
490000,3.0,1,1,0,0,4,8.0,1929,0,47.6163,-122.292,7340.0
675000,4.0,3,1,0,0,3,8.0,1954,1999,47.4458,-122.343,33680.0
360000,4.0,2,1,0,0,5,7.0,1962,0,47.572,-122.29,8240.0
550000,4.0,2,1,0,0,5,7.0,1962,0,47.572,-122.29,8240.0
225000,3.0,1,1,0,0,3,7.0,1962,0,47.4973,-122.328,11740.0
500000,3.0,2,1,0,0,4,8.0,1967,0,47.4497,-122.147,16180.0
385000,4.0,2,1,0,0,4,8.0,1969,0,47.4702,-122.12,15400.0
837700,5.0,2,2,0,0,3,9.5,1994,0,47.696,-122.102,18631.0
448000,3.0,2,2,0,0,3,7.0,2003,0,47.6817,-122.035,6116.0
730000,5.0,1,1,0,0,4,7.0,1952,0,47.5831,-122.191,26737.0
575000,4.0,1,1,0,2,3,8.0,1954,0,47.5252,-122.382,12760.0
430000,3.0,1,1,0,0,4,7.0,1976,0,47.7299,-122.192,10920.0
435000,3.0,2,2,0,0,3,7.0,2002,0,47.687,-122.043,7107.0
241000,3.0,1,1,0,0,4,6.0,1973,0,47.3006,-122.066,11631.0
453500,2.0,1,1,0,0,4,6.0,1924,0,47.6261,-122.355,3760.0
285000,2.0,1,3,0,0,3,7.0,2001,0,47.7218,-122.356,3360.0
151000,2.0,1,1,0,0,4,5.5,1942,0,47.4965,-122.186,5662.0
1129912,5.0,3,2,0,0,3,9.5,2004,0,47.5306,-122.134,22701.0
631000,5.0,2,2,0,0,3,7.0,1905,0,47.6051,-122.319,6940.0
285000,2.0,2,2,0,0,3,7.0,2011,0,47.5462,-122.369,3833.0
195000,3.0,1,1,0,0,4,6.0,1959,1977,47.3274,-122.348,10898.0
817500,4.0,2,2,0,0,4,9.0,1987,0,47.5859,-121.991,41499.0
550000,3.0,2,1,0,0,4,7.0,1960,0,47.5953,-122.14,16445.0
1127000,4.0,2,2,0,0,4,9.0,1995,0,47.6699,-122.195,14601.0
609850,2.0,2,3,0,0,3,9.0,2002,0,47.6544,-122.373,5189.0
200000,3.0,1,1,0,0,3,6.0,1947,0,47.5352,-122.361,6840.0
367000,4.0,2,2,0,0,3,9.0,2006,0,47.3603,-122.037,12139.0
285167,3.0,2,2,0,0,3,8.0,1988,0,47.2626,-122.218,12775.0
275000,2.0,1,1,0,0,4,7.0,1947,0,47.3347,-122.304,34715.0
350900,4.0,2,2,0,0,3,9.0,1992,0,47.3866,-122.169,17923.0
660000,4.0,3,2,0,0,5,8.0,1988,0,47.5747,-122.014,15333.0
525000,3.0,1,1,0,0,4,7.0,1957,0,47.6054,-122.118,11875.0
262000,4.0,2,2,0,0,3,7.0,1997,0,47.514,-122.316,10920.0
690000,2.0,1,1,0,0,4,7.0,1907,0,47.6561,-122.332,6500.0
624000,5.0,3,2,0,0,3,9.0,2005,0,47.7377,-121.974,21788.0
353000,3.0,1,1,0,0,4,6.0,1947,0,47.7098,-122.291,10440.0
552500,4.0,3,2,0,0,3,8.0,2002,0,47.5041,-122.186,17800.0
224500,4.0,1,1,0,0,4,7.0,1983,0,47.3178,-122.174,11215.0
239000,3.0,1,1,0,0,3,6.0,1950,0,47.5006,-122.336,10451.0
975000,5.0,3,2,0,0,3,9.5,2004,0,47.5557,-122.027,20220.0
1129912,4.0,1,2,0,0,3,9.5,2006,0,47.5305,-122.131,21200.0
505000,3.0,1,1,0,0,3,7.0,1910,0,47.6261,-122.296,6760.0
302000,4.0,1,1,0,0,4,7.0,1963,0,47.5008,-122.162,11905.0
170000,3.0,1,1,0,0,3,6.0,1944,0,47.5175,-122.36,8630.0
195000,2.0,1,1,0,0,4,5.5,1910,0,47.524,-122.04,29387.0
272000,5.0,1,1,0,0,4,7.0,1959,0,47.5014,-122.172,11400.0
369000,5.0,1,1,0,0,4,7.0,1959,0,47.5014,-122.172,11400.0
332500,3.0,1,1,0,0,3,7.0,1953,0,47.7274,-122.312,9332.0
515000,3.0,2,1,0,0,4,8.0,1963,0,47.6191,-122.112,14250.0
269000,3.0,1,1,0,0,3,7.0,1967,0,47.4945,-122.258,7630.0
1129912,4.0,3,1,0,0,4,9.5,1994,0,47.5283,-122.143,25892.0
303000,3.0,2,2,0,0,3,7.0,1985,0,47.4733,-122.189,7220.0
420000,5.5,3,1,0,0,3,8.0,1977,0,47.7555,-122.307,14504.0
400000,3.0,1,1,0,0,3,7.0,1941,0,47.6856,-122.385,6360.0
225000,3.0,1,1,0,0,5,6.0,1987,0,47.2093,-122.0,10477.0
219000,2.0,2,2,0,0,3,6.0,2004,0,47.3496,-122.022,5170.0
605000,3.0,2,2,0,3,3,9.0,1989,0,47.7408,-122.216,14627.0
625000,4.0,2,1,0,0,5,8.0,1942,0,47.7,-122.292,10907.0
380000,5.0,2,1,0,0,3,5.5,1906,0,47.5965,-122.311,6600.0
620000,4.0,2,1,0,0,4,7.0,1962,0,47.5916,-122.146,11240.0
687500,4.0,2,2,0,0,3,9.5,1994,0,47.5862,-122.029,17350.0
225500,4.0,2,1,0,0,5,6.0,1962,0,47.4517,-122.082,10830.0
252500,3.0,2,1,0,0,5,7.0,1956,0,47.498,-122.263,8300.0
510000,3.0,2,2,0,0,3,8.0,1994,0,47.5703,-122.004,7378.0
510000,4.0,2,2,0,0,3,8.0,2003,0,47.7402,-122.317,10063.0
725000,3.0,2,1,0,0,5,7.0,1906,0,47.6372,-122.352,7880.0
75000,1.5,0,1,0,0,3,5.5,1966,0,47.2638,-121.906,44717.0
492000,2.0,1,1,0,0,3,7.0,1927,0,47.6868,-122.349,4730.0
425000,4.0,2,1,0,0,4,7.0,1977,0,47.7407,-122.097,18056.0
1129912,4.0,2,1,1,4,4,8.0,1963,0,47.7165,-122.259,13978.0
298900,3.0,2,2,0,0,3,8.0,1994,0,47.3291,-122.17,9822.0
699000,4.0,2,2,0,0,4,9.5,1987,0,47.4856,-122.069,46779.0
310000,2.0,1,1,0,0,4,6.0,1918,0,47.6846,-122.346,4400.0
350000,3.0,1,1,0,0,3,7.0,1961,0,47.6703,-122.174,10600.0
790000,4.0,1,1,1,4,3,7.0,1961,0,47.5105,-122.238,14981.0
305000,4.0,2,2,0,0,3,8.0,2003,0,47.3919,-122.184,9460.0
315000,3.0,2,2,0,0,3,7.0,2003,0,47.5412,-122.288,6005.0
267500,5.0,3,2,0,0,5,7.0,1977,0,47.3737,-122.115,11380.0
1129912,4.0,3,2,0,1,3,9.5,1950,1998,47.6849,-122.273,14669.0
435000,5.5,3,2,0,0,3,8.0,1987,0,47.7152,-122.162,13420.0
482500,5.5,3,1,0,0,4,8.0,1966,0,47.7208,-122.182,13380.0
